ID,First Name,Last Name,DOB,Role,Money Available,Flights Purchased,MinerAir Membership,Username,Password
458,Philip,Chaney,2/27/04,Employee,6056.5,0,false,philipchaney,Fun!23
216,Virginia,Phelps,11/13/68,Employee,8433.7,0,false,virginiaphelps,Fun!23
459,Linda,Alexander,7/7/18,Employee,8428.8,0,false,lindaalexander,Fun!23
217,Chase,Miller,8/1/47,Employee,8856.32,0,false,chasemiller,Fun!23
218,Timothy,Romero,3/21/98,Employee,8435.84,0,false,timothyromero,Fun!23
219,Cesar,Jones,3/15/94,Employee,5064.94,0,true,cesarjones,Fun!23
460,Jason,Skinner,8/25/20,Employee,12118.64,0,false,jasonskinner,Fun!23
461,Anthony,Dalton,3/28/66,Employee,9117.25,0,true,anthonydalton,Fun!23
462,Kevin,Larson,11/3/10,Employee,9528.52,0,false,kevinlarson,Fun!23
220,Kathryn,Perez,2/13/51,Employee,2396.81,0,true,kathrynperez,Fun!23
463,Alexandra,Fox,8/8/02,Employee,4992.66,0,false,alexandrafox,Fun!23
221,Lisa,Garrett,12/22/41,Employee,12976.79,0,false,lisagarrett,Fun!23
222,Mark,Lee,9/9/02,Employee,9811.87,0,true,marklee,Fun!23
464,Gary,Miller,2/17/96,Employee,14569.98,0,false,garymiller,Fun!23
465,Crystal,Rice,10/5/11,Employee,6443.27,0,true,crystalrice,Fun!23
223,Kelly,Yu,3/9/20,Employee,7975.79,0,false,kellyyu,Fun!23
466,George,Wood,4/17/01,Employee,5891.03,0,false,georgewood,Fun!23
224,Christian,Smith,4/26/07,Employee,3315.84,0,false,christiansmith,Fun!23
225,Robert,Park,6/5/11,Employee,11330.93,0,true,robertpark,Fun!23
467,Christopher,Raymond,2/17/55,Employee,10584.11,0,false,christopherraymond,Fun!23
468,Wendy,Stanton,9/28/13,Employee,7846.66,0,true,wendystanton,Fun!23
226,Ariana,Lara,4/2/67,Employee,3736.63,0,true,arianalara,Fun!23
227,Roberto,Gutierrez,12/8/82,Employee,14556.84,0,false,robertogutierrez,Fun!23
469,Theresa,Hardy,2/19/93,Employee,4651.47,0,true,theresahardy,Fun!23
228,Maria,Mccarthy,6/3/68,Employee,7747.23,0,false,mariamccarthy,Fun!23
229,Brittany,Ray,4/10/13,Employee,13718.3,0,false,brittanyray,Fun!23
470,Barbara,Jones,7/14/66,Employee,14547.6,0,true,barbarajones,Fun!23
471,Alyssa,Reese,7/15/50,Employee,2430.06,0,false,alyssareese,Fun!23
230,Shannon,Avery,10/28/39,Employee,3827.88,0,true,shannonavery,Fun!23
472,Eric,Ramos,12/24/96,Employee,7552.39,0,false,ericramos,Fun!23
473,Brian,Lopez,8/6/52,Employee,13823.37,0,true,brianlopez,Fun!23
231,Joanna,Trevino,2/5/88,Employee,7440.73,0,true,joannatrevino,Fun!23
474,Angela,Mcintyre,10/22/84,Employee,12068.43,0,true,angelamcintyre,Fun!23
232,Paul,Fisher,8/5/98,Employee,13653.36,0,false,paulfisher,Fun!23
475,Doris,Mercado,4/10/19,Employee,8498.83,0,true,dorismercado,Fun!23
233,Alexander,Kelly,8/17/36,Employee,11075.77,0,true,alexanderkelly,Fun!23
476,Terri,Strickland,1/9/83,Employee,2635.97,0,true,terristrickland,Fun!23
234,Destiny,Ferguson,3/21/84,Employee,14490.34,0,true,destinyferguson,Fun!23
477,Amy,Rodriguez,10/9/44,Employee,14809.01,0,true,amyrodriguez,Fun!23
235,Samantha,May,4/3/60,Employee,6956.5,0,true,samanthamay,Fun!23
236,Joseph,Lewis,1/14/06,Employee,6471.9,0,true,josephlewis,Fun!23
478,Thomas,Bonilla,6/28/21,Employee,10657.63,0,false,thomasbonilla,Fun!23
237,Andrew,Campos,4/13/44,Employee,4620.23,0,false,andrewcampos,Fun!23
479,Wesley,Lambert,5/22/77,Employee,14871.24,0,true,wesleylambert,Fun!23
238,Jesse,Montgomery,2/7/46,Employee,8062.04,0,false,jessemontgomery,Fun!23
239,Anna,Gutierrez,4/4/70,Employee,2661.31,0,false,annagutierrez,Fun!23
480,Kelly,Bell,9/7/92,Employee,13628.41,0,false,kellybell,Fun!23
481,Michelle,Wood,3/9/06,Employee,8463.74,0,false,michellewood,Fun!23
240,Joel,Arellano,9/24/31,Employee,7401.42,0,true,joelarellano,Fun!23
482,Derek,Irwin,3/16/75,Employee,9645.48,0,true,derekirwin,Fun!23
241,Kaylee,Patterson,10/12/32,Employee,9309.14,0,false,kayleepatterson,Fun!23
483,Brandi,Gordon,5/11/46,Employee,6455.42,0,false,brandigordon,Fun!23
242,James,Henderson,6/16/00,Employee,14542.96,0,false,jameshenderson,Fun!23
484,Julian,Gutierrez,8/10/15,Employee,2026.42,0,false,juliangutierrez,Fun!23
485,Samantha,Cooper,11/20/32,Employee,13032.47,0,false,samanthacooper,Fun!23
243,Ashley,Jones,4/4/40,Employee,3196.08,0,false,ashleyjones,Fun!23
244,Erik,Case,10/16/05,Employee,14585.68,0,false,erikcase,Fun!23
486,Kevin,Gould,3/8/40,Employee,3226.91,0,true,kevingould,Fun!23
245,Dorothy,Cox,7/1/16,Employee,4654.17,0,true,dorothycox,Fun!23
487,Michael,Fox,11/19/83,Employee,3488.65,0,false,michaelfox,Fun!23
488,Steven,Owens,6/28/13,Employee,12865.75,0,false,stevenowens,Fun!23
246,Jeffrey,Marquez,2/23/28,Employee,13535.26,0,true,jeffreymarquez,Fun!23
489,Amber,Sellers,5/3/04,Employee,14707.16,0,true,ambersellers,Fun!23
247,David,Gross,12/1/12,Employee,7817.63,0,false,davidgross,Fun!23
248,Christopher,Wright,12/5/76,Employee,12848.87,0,false,christopherwright,Fun!23
249,Jessica,Moore,2/9/63,Employee,4823.37,0,true,jessicamoore,Fun!23
490,Jose,Evans,10/2/62,Employee,5219.77,0,true,joseevans,Fun!23
491,Jessica,Anderson,11/6/61,Employee,6078.68,0,false,jessicaanderson,Fun!23
250,Alejandra,Morris,10/3/13,Employee,10529.39,0,false,alejandramorris,Fun!23
492,Joe,Cochran,4/20/77,Employee,2296.29,0,true,joecochran,Fun!23
251,Darin,Porter,4/28/05,Employee,10517.57,0,false,darinporter,Fun!23
493,Michael,Robinson,3/4/61,Employee,13337.68,0,false,michaelrobinson,Fun!23
494,Matthew,Porter,2/2/60,Employee,8456.75,0,true,matthewporter,Fun!23
252,Alexis,Ford,2/21/94,Employee,5153.9,0,true,alexisford,Fun!23
495,Angel,Barber,12/5/08,Employee,4573.92,0,true,angelbarber,Fun!23
253,Barbara,Robertson,5/29/53,Employee,8988.0,0,true,barbararobertson,Fun!23
496,Darlene,Shaw,1/26/10,Employee,13364.16,0,false,darleneshaw,Fun!23
254,David,Wright,2/27/69,Employee,6101.96,0,false,davidwright,Fun!23
255,Jessica,Martin,12/29/29,Employee,7449.28,0,true,jessicamartin,Fun!23
497,Gabriel,Hansen,1/20/34,Employee,11239.2,0,false,gabrielhansen,Fun!23
256,Brooke,Padilla,9/24/40,Employee,7853.75,0,true,brookepadilla,Fun!23
498,Brittany,Nielsen,1/7/60,Employee,9452.38,0,false,brittanynielsen,Fun!23
257,Susan,Humphrey,2/16/23,Employee,13515.0,0,false,susanhumphrey,Fun!23
499,Jessica,Frye,4/1/69,Employee,2705.21,0,false,jessicafrye,Fun!23
258,Robert,Wu,5/25/32,Employee,13107.96,0,false,robertwu,Fun!23
259,Karen,Thomas,11/29/33,Employee,3035.46,0,false,karenthomas,Fun!23
260,Chris,Holden,3/11/71,Employee,7147.39,0,false,chrisholden,Fun!23
261,Matthew,Erickson,11/23/07,Employee,6206.06,0,true,matthewerickson,Fun!23
262,Leroy,Walters,9/30/99,Employee,13434.04,0,true,leroywalters,Fun!23
263,Brian,Castillo,4/10/32,Employee,12927.92,0,false,briancastillo,Fun!23
264,James,Romero,9/26/28,Employee,14942.97,0,false,jamesromero,Fun!23
265,Karen,Zhang,2/26/12,Employee,10686.23,0,true,karenzhang,Fun!23
266,David,Thomas,12/9/33,Employee,13013.7,0,true,davidthomas,Fun!23
267,William,Hunter,11/7/41,Employee,4879.44,0,false,williamhunter,Fun!23
268,Craig,Schaefer,11/7/19,Employee,13442.45,0,true,craigschaefer,Fun!23
269,Michelle,Jones,5/4/57,Employee,4495.34,0,true,michellejones,Fun!23
270,Angelica,Bruce,4/17/72,Employee,12145.76,0,true,angelicabruce,Fun!23
271,Susan,Allen,3/21/92,Employee,7495.25,0,true,susanallen,Fun!23
272,Tanya,Davis,11/30/09,Employee,11584.88,0,false,tanyadavis,Fun!23
273,Mark,Richards,4/28/87,Employee,6743.73,0,false,markrichards,Fun!23
274,Shannon,Bennett,3/18/13,Employee,9289.35,0,true,shannonbennett,Fun!23
275,Robert,Davis,8/25/63,Employee,10762.35,0,true,robertdavis,Fun!23
276,Allison,Chang,11/21/81,Employee,7506.48,0,true,allisonchang,Fun!23
277,Michael,Williams,7/14/66,Employee,13199.08,0,false,michaelwilliams,Fun!23
278,Susan,Garcia,8/11/03,Employee,5108.06,0,true,susangarcia,Fun!23
279,Mario,Walker,6/2/91,Employee,10366.24,0,false,mariowalker,Fun!23
280,Mary,Church,1/31/53,Employee,8012.52,0,true,marychurch,Fun!23
281,Gregory,Sullivan,2/6/45,Employee,12607.08,0,true,gregorysullivan,Fun!23
282,Lauren,Hall,11/18/29,Employee,3539.02,0,true,laurenhall,Fun!23
283,Dawn,King,8/8/30,Employee,4303.58,0,true,dawnking,Fun!23
284,Daniel,Romero,12/27/16,Employee,6206.15,0,true,danielromero,Fun!23
285,Jacqueline,Dunn,6/15/54,Employee,14143.63,0,false,jacquelinedunn,Fun!23
286,Chris,King,5/20/61,Employee,4908.84,0,false,chrisking,Fun!23
287,Tammy,Martinez,11/24/97,Employee,10938.84,0,false,tammymartinez,Fun!23
288,Dustin,Oliver,5/1/18,Employee,5531.93,0,true,dustinoliver,Fun!23
289,Nicole,Harvey,1/14/93,Employee,3825.29,0,true,nicoleharvey,Fun!23
290,Matthew,Perez,8/23/70,Employee,4896.0,0,false,matthewperez,Fun!23
291,Kristy,Hoover,4/1/59,Employee,6408.05,0,false,kristyhoover,Fun!23
292,Mary,Cruz,6/22/23,Employee,2093.36,0,true,marycruz,Fun!23
293,Alexandra,Robinson,2/10/77,Employee,12522.73,0,false,alexandrarobinson,Fun!23
294,Tami,Alexander,2/13/62,Employee,6753.99,0,false,tamialexander,Fun!23
295,Susan,Davis,10/5/12,Employee,9520.93,0,true,susandavis,Fun!23
296,Jeffrey,Luna,3/30/16,Employee,6808.21,0,false,jeffreyluna,Fun!23
297,Adam,Maldonado,9/10/32,Employee,3742.3,0,false,adammaldonado,Fun!23
298,Maria,Mitchell,3/6/11,Employee,4087.0,0,true,mariamitchell,Fun!23
299,Stephen,Villegas,2/1/88,Employee,2366.37,0,true,stephenvillegas,Fun!23
900,Andre,Ramos,5/29/25,Employee,6374.36,0,false,andreramos,Fun!23
901,Emily,Chang,12/10/64,Employee,2295.56,0,true,emilychang,Fun!23
902,Penny,Mcdaniel,8/17/71,Employee,9974.03,0,false,pennymcdaniel,Fun!23
903,Christina,Carter,7/31/48,Employee,10926.94,0,false,christinacarter,Fun!23
904,Jennifer,Huang,9/16/28,Employee,6679.0,0,true,jenniferhuang,Fun!23
905,Melissa,Evans,7/4/41,Employee,11754.95,0,true,melissaevans,Fun!23
906,Rodney,Moss,6/9/80,Employee,4610.38,0,true,rodneymoss,Fun!23
907,Anthony,Kramer,6/28/34,Employee,12633.15,0,true,anthonykramer,Fun!23
908,Carlos,Irwin,7/3/40,Employee,2197.15,0,true,carlosirwin,Fun!23
909,Victoria,Ellis,10/21/11,Employee,12204.76,0,false,victoriaellis,Fun!23
910,Kelly,Wilson,5/20/67,Employee,6831.67,0,true,kellywilson,Fun!23
911,Brendan,Phillips,8/31/29,Employee,2967.64,0,false,brendanphillips,Fun!23
912,Deanna,Cummings,6/5/93,Employee,7340.52,0,false,deannacummings,Fun!23
913,Christopher,Ortega,3/20/97,Employee,10136.49,0,true,christopherortega,Fun!23
914,Amanda,Johnson,5/5/83,Employee,2494.66,0,false,amandajohnson,Fun!23
915,April,Lopez,9/22/13,Employee,11394.97,0,true,aprillopez,Fun!23
916,James,Watson,1/27/65,Employee,4578.94,0,true,jameswatson,Fun!23
917,Kara,Summers,4/24/81,Employee,5786.47,0,true,karasummers,Fun!23
918,Lisa,Jackson,10/16/91,Employee,9409.75,0,true,lisajackson,Fun!23
919,Steven,Miller,3/10/01,Employee,12885.75,0,false,stevenmiller,Fun!23
920,Donald,Villanueva,9/1/52,Employee,6021.49,0,false,donaldvillanueva,Fun!23
921,Gary,Mckenzie,9/3/16,Employee,14289.44,0,false,garymckenzie,Fun!23
922,Gregory,Short,9/4/32,Employee,6724.64,0,true,gregoryshort,Fun!23
923,Dana,Park,9/8/77,Employee,2522.14,0,false,danapark,Fun!23
924,Matthew,Khan,11/3/59,Employee,11254.68,0,false,matthewkhan,Fun!23
925,Erica,Burch,3/6/77,Employee,5650.82,0,true,ericaburch,Fun!23
926,Dalton,Bryant,2/2/00,Employee,14237.58,0,true,daltonbryant,Fun!23
927,Ruth,Ponce,2/19/69,Employee,10460.34,0,true,ruthponce,Fun!23
928,Mary,Grant,2/1/39,Employee,3132.08,0,true,marygrant,Fun!23
929,Sarah,Taylor,2/2/54,Employee,7575.86,0,false,sarahtaylor,Fun!23
930,Jennifer,Schneider,4/6/91,Employee,13425.29,0,true,jenniferschneider,Fun!23
931,Tyler,Evans,9/12/01,Employee,3265.38,0,true,tylerevans,Fun!23
932,David,Hayes,5/26/90,Employee,12075.06,0,false,davidhayes,Fun!23
933,Kimberly,Miller,11/24/30,Employee,9813.02,0,false,kimberlymiller,Fun!23
934,Dennis,Cooper,9/26/93,Employee,5636.6,0,false,denniscooper,Fun!23
935,Phillip,Richardson,3/12/36,Employee,2987.85,0,true,philliprichardson,Fun!23
936,Sharon,Gillespie,4/10/69,Employee,8689.54,0,false,sharongillespie,Fun!23
937,Denise,Johnson,12/11/40,Employee,12672.82,0,false,denisejohnson,Fun!23
938,Kylie,King,9/10/46,Employee,7861.32,0,false,kylieking,Fun!23
939,Carol,Elliott,3/8/44,Employee,6270.47,0,false,carolelliott,Fun!23
940,Elizabeth,Rodriguez,9/20/88,Employee,8093.76,0,false,elizabethrodriguez,Fun!23
941,Ana,Andrade,11/28/61,Employee,3907.86,0,false,anaandrade,Fun!23
700,Julia,Young,6/28/28,Employee,8571.27,0,false,juliayoung,Fun!23
942,Sharon,Castillo,5/14/91,Employee,4726.16,0,false,sharoncastillo,Fun!23
943,Paul,Herman,10/27/03,Employee,5201.29,0,false,paulherman,Fun!23
701,John,Blair,3/1/85,Employee,5123.18,0,true,johnblair,Fun!23
944,Amber,Conley,12/7/05,Employee,13882.93,0,false,amberconley,Fun!23
702,John,Hill,5/22/82,Employee,11976.45,0,false,johnhill,Fun!23
945,Suzanne,Kennedy,7/4/58,Employee,5400.21,0,false,suzannekennedy,Fun!23
703,Wesley,Williamson,5/17/91,Employee,2988.23,0,false,wesleywilliamson,Fun!23
946,Brett,Mathis,5/7/41,Employee,4892.18,0,true,brettmathis,Fun!23
704,Christopher,Davis,3/21/96,Employee,14217.17,0,false,christopherdavis,Fun!23
705,Leonard,King,9/16/19,Employee,3339.07,0,true,leonardking,Fun!23
947,Ashley,Frye,2/21/37,Employee,5586.23,0,false,ashleyfrye,Fun!23
706,Gary,Smith,2/23/63,Employee,4740.44,0,false,garysmith,Fun!23
948,Ronald,Martinez,1/12/99,Employee,12600.32,0,false,ronaldmartinez,Fun!23
949,Daniel,Summers,3/8/29,Employee,14119.39,0,true,danielsummers,Fun!23
707,Thomas,Sanders,4/21/46,Employee,3070.6,0,false,thomassanders,Fun!23
708,John,Davis,5/3/61,Employee,10715.07,0,false,johndavis,Fun!23
709,Thomas,Hall,5/11/25,Employee,8394.35,0,false,thomashall,Fun!23
950,Robert,Wang,4/20/48,Employee,10716.66,0,true,robertwang,Fun!23
951,Katherine,Mcdonald,6/22/03,Employee,11694.47,0,true,katherinemcdonald,Fun!23
710,Douglas,Hernandez,10/27/23,Employee,6676.97,0,false,douglashernandez,Fun!23
952,Mitchell,Gross,12/26/41,Employee,13793.01,0,true,mitchellgross,Fun!23
711,Miranda,Mason,6/25/51,Employee,12638.55,0,false,mirandamason,Fun!23
953,Darrell,Jones,9/4/65,Employee,14469.16,0,false,darrelljones,Fun!23
712,Teresa,Stewart,12/12/17,Employee,2105.25,0,true,teresastewart,Fun!23
954,Jennifer,Hernandez,12/24/88,Employee,10047.99,0,true,jenniferhernandez,Fun!23
955,Amy,Hall,7/21/65,Employee,7397.78,0,false,amyhall,Fun!23
713,Anthony,Adams,10/25/73,Employee,2189.06,0,false,anthonyadams,Fun!23
714,Timothy,Jones,4/21/57,Employee,3251.97,0,true,timothyjones,Fun!23
956,Ryan,Washington,11/29/60,Employee,4965.37,0,true,ryanwashington,Fun!23
957,Robert,Flores,7/29/88,Employee,3041.18,0,false,robertflores,Fun!23
715,Jermaine,Dean,6/17/93,Employee,14003.66,0,false,jermainedean,Fun!23
716,Joshua,Banks,1/3/04,Employee,3030.01,0,false,joshuabanks,Fun!23
958,Becky,Simpson,2/24/94,Employee,8403.3,0,false,beckysimpson,Fun!23
717,Daniel,Smith,7/31/31,Employee,4528.68,0,false,danielsmith,Fun!23
959,Alexandra,Cook,9/19/55,Employee,13799.16,0,false,alexandracook,Fun!23
718,Victor,Harris,5/20/26,Employee,9693.39,0,true,victorharris,Fun!23
719,Phillip,Meyer,12/31/34,Employee,5872.68,0,true,phillipmeyer,Fun!23
960,Miranda,Walker,12/26/96,Employee,4328.82,0,false,mirandawalker,Fun!23
961,Ashley,Morales,7/29/53,Employee,8711.61,0,true,ashleymorales,Fun!23
720,Cody,Robles,12/1/02,Employee,2919.75,0,false,codyrobles,Fun!23
962,Vincent,Harrison,7/14/33,Employee,4018.03,0,false,vincentharrison,Fun!23
963,Christopher,Berry,6/29/13,Employee,11750.51,0,false,christopherberry,Fun!23
721,Carmen,Hays,1/23/85,Employee,8715.44,0,false,carmenhays,Fun!23
722,Jorge,Haley,2/1/30,Employee,9448.61,0,false,jorgehaley,Fun!23
964,Roger,Casey,5/1/90,Employee,10597.95,0,false,rogercasey,Fun!23
965,James,Simmons,7/1/55,Employee,2516.31,0,true,jamessimmons,Fun!23
723,Sean,Hernandez,8/18/83,Employee,11715.29,0,true,seanhernandez,Fun!23
724,Kelly,Jordan,1/4/24,Employee,6779.65,0,true,kellyjordan,Fun!23
966,Mary,Anderson,10/17/60,Employee,3908.45,0,false,maryanderson,Fun!23
725,Joshua,Hickman,1/5/24,Employee,13684.53,0,false,joshuahickman,Fun!23
967,Andrea,Riley,1/4/42,Employee,9725.48,0,true,andreariley,Fun!23
726,Jennifer,Guzman,6/13/02,Employee,3385.68,0,true,jenniferguzman,Fun!23
968,Krista,Beck,6/29/55,Employee,8127.69,0,false,kristabeck,Fun!23
969,Amy,Fuller,3/16/41,Employee,5689.63,0,true,amyfuller,Fun!23
727,Nathan,Thompson,7/17/47,Employee,3671.34,0,true,nathanthompson,Fun!23
728,William,Adkins,12/24/00,Employee,6833.06,0,false,williamadkins,Fun!23
729,Willie,Hobbs,3/7/08,Employee,10310.26,0,true,williehobbs,Fun!23
970,Jeremy,Rocha,10/12/78,Employee,8190.83,0,false,jeremyrocha,Fun!23
971,Tammy,Waters,3/23/13,Employee,14426.84,0,false,tammywaters,Fun!23
972,Douglas,Mckay,11/6/11,Employee,10180.97,0,true,douglasmckay,Fun!23
730,Holly,Cruz,7/4/15,Employee,8843.47,0,false,hollycruz,Fun!23
973,Terrence,Dixon,9/9/01,Employee,8436.37,0,false,terrencedixon,Fun!23
731,John,Jones,3/17/31,Employee,5201.61,0,true,johnjones,Fun!23
974,John,Hansen,10/25/45,Employee,8242.49,0,false,johnhansen,Fun!23
732,Allison,Weaver,10/26/90,Employee,12837.89,0,true,allisonweaver,Fun!23
975,Jerry,Rodriguez,8/27/68,Employee,2862.93,0,true,jerryrodriguez,Fun!23
733,Michael,Nunez,2/11/99,Employee,9090.46,0,false,michaelnunez,Fun!23
976,Donald,Ramirez,10/14/51,Employee,3077.18,0,false,donaldramirez,Fun!23
734,Douglas,Bryant,9/30/55,Employee,6099.5,0,false,douglasbryant,Fun!23
735,Christopher,Underwood,9/18/08,Employee,9269.37,0,false,christopherunderwood,Fun!23
977,Stephanie,Perry,8/22/61,Employee,7010.95,0,false,stephanieperry,Fun!23
736,Kimberly,Roberts,10/11/01,Employee,12478.6,0,true,kimberlyroberts,Fun!23
978,Samuel,Burton,6/19/45,Employee,14345.78,0,true,samuelburton,Fun!23
737,Michael,Cowan,6/28/98,Employee,5814.98,0,true,michaelcowan,Fun!23
979,Anthony,Byrd,11/24/98,Employee,10594.1,0,false,anthonybyrd,Fun!23
738,Michael,Mccormick,12/25/25,Employee,7903.91,0,true,michaelmccormick,Fun!23
739,Jennifer,Bailey,11/5/77,Employee,6250.92,0,true,jenniferbailey,Fun!23
980,Marissa,Henry,7/29/98,Employee,11745.31,0,false,marissahenry,Fun!23
981,Mariah,Black,12/18/50,Employee,14285.82,0,true,mariahblack,Fun!23
740,Jerry,Gamble,7/22/41,Employee,13951.78,0,false,jerrygamble,Fun!23
982,Sara,West,10/20/47,Employee,9421.82,0,false,sarawest,Fun!23
983,Jennifer,Preston,11/26/08,Employee,4412.19,0,false,jenniferpreston,Fun!23
741,Henry,Salazar,9/12/53,Employee,11642.02,0,false,henrysalazar,Fun!23
500,Bruce,Clark,5/11/17,Employee,8986.5,0,false,bruceclark,Fun!23
742,Kevin,Boone,4/27/53,Employee,3620.32,0,false,kevinboone,Fun!23
984,Monica,Sullivan,9/23/74,Employee,2799.79,0,false,monicasullivan,Fun!23
743,Rodney,Mcneil,2/11/03,Employee,14969.36,0,false,rodneymcneil,Fun!23
501,Justin,Davis,2/20/17,Employee,5937.48,0,true,justindavis,Fun!23
985,Luis,Solomon,4/16/80,Employee,2916.7,0,true,luissolomon,Fun!23
744,Angela,Carney,1/26/29,Employee,3467.53,0,false,angelacarney,Fun!23
502,Louis,Boone,7/1/43,Employee,12178.86,0,true,louisboone,Fun!23
986,Michael,Johnson,2/6/00,Employee,6709.48,0,false,michaeljohnson,Fun!23
745,Dennis,Smith,3/28/04,Employee,9084.32,0,true,dennissmith,Fun!23
987,Stacy,Maldonado,4/30/55,Employee,5423.13,0,true,stacymaldonado,Fun!23
503,Amy,Mcpherson,11/30/72,Employee,4761.63,0,true,amymcpherson,Fun!23
504,Debra,Blackwell,12/22/74,Employee,2224.25,0,true,debrablackwell,Fun!23
988,Carmen,Petersen,6/7/85,Employee,3374.1,0,true,carmenpetersen,Fun!23
746,Jared,Scott,12/2/92,Employee,11026.02,0,true,jaredscott,Fun!23
747,Monica,Craig,8/31/16,Employee,9054.41,0,false,monicacraig,Fun!23
989,Zachary,Campbell,4/9/48,Employee,12281.4,0,false,zacharycampbell,Fun!23
505,Angela,Lang,3/27/82,Employee,2124.72,0,false,angelalang,Fun!23
506,Danielle,Dorsey,1/11/16,Employee,6709.54,0,true,danielledorsey,Fun!23
748,Sandy,Blackwell,6/28/41,Employee,12326.19,0,false,sandyblackwell,Fun!23
507,Hannah,Maldonado,5/25/10,Employee,4646.32,0,false,hannahmaldonado,Fun!23
749,Brittney,Daniel,9/9/65,Employee,7337.0,0,true,brittneydaniel,Fun!23
508,Michaela,Miranda,7/24/51,Employee,6873.02,0,false,michaelamiranda,Fun!23
509,Tami,Weaver,6/7/27,Employee,3078.42,0,false,tamiweaver,Fun!23
990,Timothy,Greene,7/31/22,Employee,14385.64,0,false,timothygreene,Fun!23
991,Emily,Jackson,7/8/86,Employee,10027.13,0,false,emilyjackson,Fun!23
750,Rebecca,Fisher,10/5/54,Employee,6843.56,0,false,rebeccafisher,Fun!23
992,Paul,Salas,4/22/63,Employee,4876.83,0,false,paulsalas,Fun!23
751,Nicole,Hart,1/4/53,Employee,9882.8,0,true,nicolehart,Fun!23
993,Danielle,Conrad,10/10/82,Employee,7196.27,0,false,danielleconrad,Fun!23
752,Howard,Davenport,1/5/13,Employee,9331.85,0,true,howarddavenport,Fun!23
510,Edward,Jackson,6/13/37,Employee,10463.89,0,false,edwardjackson,Fun!23
994,Robert,Kennedy,4/16/99,Employee,10766.85,0,true,robertkennedy,Fun!23
753,Anita,Fletcher,2/25/26,Employee,2234.58,0,false,anitafletcher,Fun!23
511,Steven,Hernandez,6/21/27,Employee,11784.04,0,true,stevenhernandez,Fun!23
995,Diana,Rivera,6/5/47,Employee,9157.16,0,true,dianarivera,Fun!23
754,Elizabeth,Torres,6/29/22,Employee,7293.63,0,true,elizabethtorres,Fun!23
996,Shawn,Santos,3/30/23,Employee,14755.4,0,false,shawnsantos,Fun!23
512,Mary,Chapman,2/5/64,Employee,4434.1,0,true,marychapman,Fun!23
997,Jamie,Brown,4/21/55,Employee,14693.66,0,false,jamiebrown,Fun!23
755,Jeffrey,Rodriguez,11/30/56,Employee,11005.27,0,true,jeffreyrodriguez,Fun!23
513,Colleen,Torres,8/21/99,Employee,12194.42,0,true,colleentorres,Fun!23
998,Elizabeth,Medina,2/18/28,Employee,10980.88,0,false,elizabethmedina,Fun!23
756,Megan,Smith,11/28/32,Employee,6501.34,0,false,megansmith,Fun!23
514,Jennifer,Mills,3/28/37,Employee,13864.12,0,false,jennifermills,Fun!23
515,Wendy,Campos,11/8/40,Employee,4810.5,0,true,wendycampos,Fun!23
999,Kimberly,Mejia,9/19/54,Employee,3653.25,0,true,kimberlymejia,Fun!23
757,David,Summers,12/4/66,Employee,4185.87,0,true,davidsummers,Fun!23
758,Brian,Rojas,5/26/38,Employee,2479.03,0,false,brianrojas,Fun!23
516,Bobby,Bennett,8/29/93,Employee,6470.59,0,true,bobbybennett,Fun!23
759,Jennifer,Carr,7/1/50,Employee,3032.48,0,false,jennifercarr,Fun!23
517,Michael,Adams,11/22/77,Employee,13805.02,0,true,michaeladams,Fun!23
518,Jamie,Conner,9/5/14,Employee,10170.73,0,false,jamieconner,Fun!23
519,Christopher,Sanford,3/21/79,Employee,2012.65,0,true,christophersanford,Fun!23
760,Tiffany,Jones,11/28/87,Employee,10773.28,0,true,tiffanyjones,Fun!23
761,Catherine,Mann,3/12/37,Employee,9675.57,0,true,catherinemann,Fun!23
520,Margaret,Smith,7/7/43,Employee,10427.19,0,false,margaretsmith,Fun!23
762,Sara,Fox,5/27/66,Employee,7106.08,0,true,sarafox,Fun!23
521,Michael,Morton,10/31/05,Employee,4944.99,0,false,michaelmorton,Fun!23
763,Jeremy,Foster,5/15/69,Employee,5536.0,0,true,jeremyfoster,Fun!23
522,Noah,Horne,1/21/80,Employee,8191.73,0,true,noahhorne,Fun!23
764,Michael,Flores,3/23/99,Employee,9965.37,0,true,michaelflores,Fun!23
765,William,Rice,1/20/53,Employee,12322.07,0,false,williamrice,Fun!23
523,Kim,Contreras,10/12/70,Employee,4356.71,0,true,kimcontreras,Fun!23
766,Rachel,Hart,1/6/34,Employee,6826.08,0,false,rachelhart,Fun!23
524,Tiffany,Davis,10/1/99,Employee,14737.0,0,false,tiffanydavis,Fun!23
767,Richard,Sullivan,5/21/16,Employee,10680.67,0,false,richardsullivan,Fun!23
525,Victoria,Moses,9/19/19,Employee,7275.92,0,false,victoriamoses,Fun!23
768,Jennifer,Evans,2/25/34,Employee,4154.89,0,true,jenniferevans,Fun!23
526,Robin,Watson,6/5/67,Employee,11888.88,0,true,robinwatson,Fun!23
769,Brandy,Wilkerson,4/24/56,Employee,5277.62,0,true,brandywilkerson,Fun!23
527,Christopher,Melendez,12/16/92,Employee,11875.5,0,true,christophermelendez,Fun!23
528,Nancy,Robles,9/3/04,Employee,14507.61,0,true,nancyrobles,Fun!23
