Username,ID,Money Available,Role,Password,First Name,DOB,Flights Purchased,MinerAirlines Membership,Last Name
jessicalloyd,828,14448.44,Employee,Fun!23,Jessica,4/25/31,0,TRUE,Lloyd
cynthiaellis,837,4739.7,Employee,Fun!23,Cynthia,6/22/31,0,FALSE,Ellis
geoffwaller,88,6009.32,Employee,Fun!23,Geoff,7/29/31,0,TRUE,Waller
danielsmith,717,4528.68,Employee,Fun!23,Daniel,7/31/31,0,FALSE,Smith
christopherdominguez,364,10057.17,Employee,Fun!23,Christopher,8/17/31,0,TRUE,Dominguez
joelarellano,240,7401.42,Employee,Fun!23,Joel,9/24/31,0,TRUE,Arellano
crystalhudson,110,13171.75,Employee,Fun!23,Crystal,1/4/32,0,TRUE,Hudson
briancastillo,263,12927.92,Employee,Fun!23,Brian,4/10/32,0,FALSE,Castillo
robertwu,258,13107.96,Employee,Fun!23,Robert,5/25/32,0,FALSE,Wu
bethmoss,1010,9545.93,Employee,Fun!23,Beth,5/30/32,0,TRUE,Moss
gastondisney,25,11332.24,Customer,Fun!23,Gaston,6/12/32,0,TRUE,Disney
kimberlyharris,1032,5174.77,Employee,Fun!23,Kimberly,7/18/32,0,FALSE,Harris
rickparrish,610,3984.24,Employee,Fun!23,Rick,8/4/32,0,TRUE,Parrish
gregoryshort,922,6724.64,Employee,Fun!23,Gregory,9/4/32,0,TRUE,Short
adammaldonado,297,3742.3,Employee,Fun!23,Adam,9/10/32,0,FALSE,Maldonado
brianrodilesdelgado,70,5658.02,Employee,Fun!23,Brian,9/13/32,0,TRUE,RodilesDelgado
bobbygonzales,559,6419.77,Employee,Fun!23,Bobby,9/13/32,0,TRUE,Gonzales
kayleepatterson,241,9309.14,Employee,Fun!23,Kaylee,10/12/32,0,FALSE,Patterson
bradleybell,576,4432.49,Employee,Fun!23,Bradley,11/19/32,0,FALSE,Bell
samanthacooper,485,13032.47,Employee,Fun!23,Samantha,11/20/32,0,FALSE,Cooper
megansmith,756,6501.34,Employee,Fun!23,Megan,11/28/32,0,FALSE,Smith
codyscott,186,8381.28,Employee,Fun!23,Cody,12/3/32,0,TRUE,Scott
karlajohnson,172,10157.16,Employee,Fun!23,Karla,3/24/33,0,TRUE,Johnson
kirstenrobinson,115,5913.8,Employee,Fun!23,Kirsten,4/14/33,0,TRUE,Robinson
jasmincuevas,48,7429.13,Employee,Fun!23,Jasmin,7/14/33,0,FALSE,Cuevas
vincentharrison,962,4018.03,Employee,Fun!23,Vincent,7/14/33,0,FALSE,Harrison
michellemaynard,805,6112.53,Employee,Fun!23,Michelle,8/29/33,0,FALSE,Maynard
philipzamora,157,5486.51,Employee,Fun!23,Philip,9/16/33,0,TRUE,Zamora
miguellucero,58,8028.13,Employee,Fun!23,Miguel,11/18/33,0,FALSE,Lucero
karenthomas,259,3035.46,Employee,Fun!23,Karen,11/29/33,0,FALSE,Thomas
alexandercameron,333,3404,Employee,Fun!23,Alexander,12/1/33,0,FALSE,Cameron
davidthomas,266,13013.7,Employee,Fun!23,David,12/9/33,0,TRUE,Thomas
jessicaramirez,645,9289.84,Employee,Fun!23,Jessica,1/3/34,0,FALSE,Ramirez
paulharmon,861,5449.52,Employee,Fun!23,Paul,1/4/34,0,TRUE,Harmon
rachelhart,766,6826.08,Employee,Fun!23,Rachel,1/6/34,0,FALSE,Hart
gabrielhansen,497,11239.2,Employee,Fun!23,Gabriel,1/20/34,0,FALSE,Hansen
anthonysanchez,168,2506.31,Employee,Fun!23,Anthony,2/1/34,0,TRUE,Sanchez
angelawalker,544,8548.44,Employee,Fun!23,Angela,2/13/34,0,TRUE,Walker
jenniferevans,768,4154.89,Employee,Fun!23,Jennifer,2/25/34,0,TRUE,Evans
andrewhall,1002,3678.04,Employee,Fun!23,Andrew,5/18/34,0,TRUE,Hall
kimberlyjohnson,551,6140.38,Employee,Fun!23,Kimberly,5/26/34,0,FALSE,Johnson
goofydisney,4,12097.58,Customer,Fun!23,Goofy,6/10/34,0,FALSE,Disney
anthonykramer,907,12633.15,Employee,Fun!23,Anthony,6/28/34,0,TRUE,Kramer
lilodisney,35,2066.31,Customer,Fun!23,Lilo,8/9/34,0,TRUE,Disney
josesmith,815,4725.67,Employee,Fun!23,Jose,10/2/34,0,FALSE,Smith
michellerivera,781,5956.34,Employee,Fun!23,Michelle,11/20/34,0,TRUE,Rivera
laurawilliams,1008,7755.39,Employee,Fun!23,Laura,12/12/34,0,FALSE,Williams
lindabennett,171,3354.42,Employee,Fun!23,Linda,12/24/34,0,FALSE,Bennett
phillipmeyer,719,5872.68,Employee,Fun!23,Phillip,12/31/34,0,TRUE,Meyer
jonathanchristian,316,7970.58,Employee,Fun!23,Jonathan,1/11/35,0,FALSE,Christian
ronaldparker,137,2184.87,Employee,Fun!23,Ronald,1/20/35,0,TRUE,Parker
bradleyrodriguez,303,5049.16,Employee,Fun!23,Bradley,3/7/35,0,FALSE,Rodriguez
eduardoromero,74,11994.15,Employee,Fun!23,Eduardo,3/8/35,0,FALSE,Romero
stitchdisney,36,5494.19,Customer,Fun!23,Stitch,5/16/35,0,TRUE,Disney
ronaldkent,340,9539.65,Employee,Fun!23,Ronald,7/26/35,0,FALSE,Kent
colleensanchez,630,3656.58,Employee,Fun!23,Colleen,7/30/35,0,FALSE,Sanchez
matthewmason,893,12481.96,Employee,Fun!23,Matthew,11/12/35,0,TRUE,Mason
christophercraig,577,7683.08,Employee,Fun!23,Christopher,1/30/36,0,TRUE,Craig
mickeymouse,1,11804.35,Customer,Fun!23,Mickey,2/29/36,0,TRUE,Mouse
jamesbrennan,596,8471.75,Employee,Fun!23,James,3/12/36,0,TRUE,Brennan
philliprichardson,935,2987.85,Employee,Fun!23,Phillip,3/12/36,0,TRUE,Richardson
richardblackwell,155,7027.2,Employee,Fun!23,Richard,6/9/36,0,FALSE,Blackwell
alexanderkelly,233,11075.77,Employee,Fun!23,Alexander,8/17/36,0,TRUE,Kelly
andrewparks,202,5658.25,Employee,Fun!23,Andrew,9/18/36,0,FALSE,Parks
kayleehale,529,10617.69,Employee,Fun!23,Kaylee,9/27/36,0,TRUE,Hale
ashleyfrye,947,5586.23,Employee,Fun!23,Ashley,2/21/37,0,FALSE,Frye
sherrivelasquez,536,14599.85,Employee,Fun!23,Sherri,3/7/37,0,FALSE,Velasquez
arieldisney,9,7988.21,Customer,Fun!23,Ariel,3/12/37,0,TRUE,Disney
catherinemann,761,9675.57,Employee,Fun!23,Catherine,3/12/37,0,TRUE,Mann
jennifermills,514,13864.12,Employee,Fun!23,Jennifer,3/28/37,0,FALSE,Mills
sabrinanguyen,779,6633.58,Employee,Fun!23,Sabrina,5/24/37,0,TRUE,Nguyen
edwardjackson,510,10463.89,Employee,Fun!23,Edward,6/13/37,0,FALSE,Jackson
andressoto,81,11826.04,Employee,Fun!23,Andres,9/13/37,0,TRUE,Soto
jerrycurtis,135,14223.45,Employee,Fun!23,Jerry,9/25/37,0,FALSE,Curtis
sharonmiller,201,9189.91,Employee,Fun!23,Sharon,10/25/37,0,TRUE,Miller
elizabethreyes,651,9885.2,Employee,Fun!23,Elizabeth,11/4/37,0,TRUE,Reyes
travismcdonald,111,7042.63,Employee,Fun!23,Travis,11/7/37,0,FALSE,Mcdonald
nathancoleman,182,2763.09,Employee,Fun!23,Nathan,2/16/38,0,TRUE,Coleman
douglasrodriguez,116,10743.49,Employee,Fun!23,Douglas,3/27/38,0,FALSE,Rodriguez
christopherfoster,368,5425.87,Employee,Fun!23,Christopher,3/30/38,0,FALSE,Foster
brianrojas,758,2479.03,Employee,Fun!23,Brian,5/26/38,0,FALSE,Rojas
tammythomas,1005,10198.99,Employee,Fun!23,Tammy,9/4/38,0,FALSE,Thomas
justinmartinez,420,9199.83,Employee,Fun!23,Justin,1/10/39,0,FALSE,Martinez
marygrant,928,3132.08,Employee,Fun!23,Mary,2/1/39,0,TRUE,Grant
jasmineramirez,305,2140.93,Employee,Fun!23,Jasmine,4/30/39,0,TRUE,Ramirez
courtneytran,547,3855.17,Employee,Fun!23,Courtney,6/25/39,0,TRUE,Tran
crystalyoung,637,12253.07,Employee,Fun!23,Crystal,9/17/39,0,FALSE,Young
richardedwards,541,11254.25,Employee,Fun!23,Richard,9/25/39,0,FALSE,Edwards
heatherrobbins,597,9001.73,Employee,Fun!23,Heather,10/1/39,0,TRUE,Robbins
omarhoang,54,13435,Employee,Fun!23,Omar,10/10/39,0,TRUE,Hoang
shannonavery,230,3827.88,Employee,Fun!23,Shannon,10/28/39,0,TRUE,Avery
kathleensmall,322,12599.1,Employee,Fun!23,Kathleen,11/23/39,0,FALSE,Small
andrewgarcia,176,10764.7,Employee,Fun!23,Andrew,12/30/39,0,FALSE,Garcia
markwashington,884,8703.84,Employee,Fun!23,Mark,1/16/40,0,TRUE,Washington
kevingould,486,3226.91,Employee,Fun!23,Kevin,3/8/40,0,TRUE,Gould
chelseaporter,337,10973.59,Employee,Fun!23,Chelsea,4/3/40,0,FALSE,Porter
ashleyjones,243,3196.08,Employee,Fun!23,Ashley,4/4/40,0,FALSE,Jones
luisdel campo,49,9673.12,Employee,Fun!23,Luis,4/18/40,0,TRUE,Del Campo
kyliesummers,545,3230.59,Employee,Fun!23,Kylie,5/27/40,0,TRUE,Summers
carlosirwin,908,2197.15,Employee,Fun!23,Carlos,7/3/40,0,TRUE,Irwin
wendymontoya,870,7698.46,Employee,Fun!23,Wendy,8/1/40,0,TRUE,Montoya
alisonhicks,850,8886.9,Employee,Fun!23,Alison,9/2/40,0,TRUE,Hicks
brookepadilla,256,7853.75,Employee,Fun!23,Brooke,9/24/40,0,TRUE,Padilla
annadavis,685,10815,Employee,Fun!23,Anna,10/19/40,0,FALSE,Davis
wendycampos,515,4810.5,Employee,Fun!23,Wendy,11/8/40,0,TRUE,Campos
richardpaul,783,10962.7,Employee,Fun!23,Richard,11/22/40,0,FALSE,Paul
denisejohnson,937,12672.82,Employee,Fun!23,Denise,12/11/40,0,FALSE,Johnson
mikayladennis,1012,11562.54,Employee,Fun!23,Mikayla,1/19/41,0,TRUE,Dennis
amyfuller,969,5689.63,Employee,Fun!23,Amy,3/16/41,0,TRUE,Fuller
brandonsmith,445,4027.1,Employee,Fun!23,Brandon,4/1/41,0,FALSE,Smith
sherrymora,865,13137.66,Employee,Fun!23,Sherry,4/18/41,0,FALSE,Mora
brettmathis,946,4892.18,Employee,Fun!23,Brett,5/7/41,0,TRUE,Mathis
sandyblackwell,748,12326.19,Employee,Fun!23,Sandy,6/28/41,0,FALSE,Blackwell
melissaevans,905,11754.95,Employee,Fun!23,Melissa,7/4/41,0,TRUE,Evans
jerrygamble,740,13951.78,Employee,Fun!23,Jerry,7/22/41,0,FALSE,Gamble
josefarley,689,11595.8,Employee,Fun!23,Jose,7/25/41,0,TRUE,Farley
donaldtran,639,6403.19,Employee,Fun!23,Donald,9/21/41,0,FALSE,Tran
carloslynch,1013,5442.93,Employee,Fun!23,Carlos,10/1/41,0,FALSE,Lynch
williamhunter,267,4879.44,Employee,Fun!23,William,11/7/41,0,FALSE,Hunter
chipdisney,6,3297.92,Customer,Fun!23,Chip,11/28/41,0,FALSE,Disney
lisagarrett,221,12976.79,Employee,Fun!23,Lisa,12/22/41,0,FALSE,Garrett
mitchellgross,952,13793.01,Employee,Fun!23,Mitchell,12/26/41,0,TRUE,Gross
andreariley,967,9725.48,Employee,Fun!23,Andrea,1/4/42,0,TRUE,Riley
santiagoolivas,64,8778.06,Employee,Fun!23,Santiago,5/11/42,0,TRUE,Olivas
michaelclarke,853,4051.73,Employee,Fun!23,Michael,5/14/42,0,TRUE,Clarke
amychase,542,13189.11,Employee,Fun!23,Amy,5/25/42,0,TRUE,Chase
christophercontreras,99,8645.25,Employee,Fun!23,Christopher,6/5/42,0,TRUE,Contreras
erinjones,794,14811.08,Employee,Fun!23,Erin,6/15/42,0,FALSE,Jones
gracekelley,531,10386.03,Employee,Fun!23,Grace,6/24/42,0,TRUE,Kelley
gustavorubio,75,3501.05,Employee,Fun!23,Gustavo,9/16/42,0,TRUE,Rubio
andrewmarshall,617,9037.77,Employee,Fun!23,Andrew,10/16/42,0,TRUE,Marshall
anitastein,405,3562.32,Employee,Fun!23,Anita,10/27/42,0,FALSE,Stein
benjaminjohnson,347,14010.07,Employee,Fun!23,Benjamin,11/8/42,0,TRUE,Johnson
roseburgess,647,10083.08,Employee,Fun!23,Rose,11/9/42,0,TRUE,Burgess
minniemouse,3,9915.93,Customer,Fun!23,Minnie,11/23/42,0,FALSE,Mouse
kaadisney,28,2519.67,Customer,Fun!23,Kaa,1/27/43,0,FALSE,Disney
jakemitchell,560,3299.31,Employee,Fun!23,Jake,4/5/43,0,TRUE,Mitchell
davidharvey,601,7051.27,Employee,Fun!23,David,6/15/43,0,FALSE,Harvey
louisboone,502,12178.86,Employee,Fun!23,Louis,7/1/43,0,TRUE,Boone
margaretsmith,520,10427.19,Employee,Fun!23,Margaret,7/7/43,0,FALSE,Smith
lisarobinson,539,6703.26,Employee,Fun!23,Lisa,9/8/43,0,TRUE,Robinson
christinadodson,695,7325.22,Employee,Fun!23,Christina,10/25/43,0,TRUE,Dodson
tracyfitzgerald,787,6291.76,Employee,Fun!23,Tracy,12/2/43,0,TRUE,Fitzgerald
cynthiapowell,588,13587.36,Employee,Fun!23,Cynthia,12/30/43,0,FALSE,Powell
beastdisney,20,12315.72,Customer,Fun!23,Beast,1/18/44,0,TRUE,Disney
christopherrobinson,663,14092.27,Employee,Fun!23,Christopher,2/3/44,0,FALSE,Robinson
sethrodriguez,71,5238.47,Employee,Fun!23,Seth,2/22/44,0,TRUE,Rodriguez
carolelliott,939,6270.47,Employee,Fun!23,Carol,3/8/44,0,FALSE,Elliott
patriciaglenn,345,6885.43,Employee,Fun!23,Patricia,3/29/44,0,FALSE,Glenn
andrewcampos,237,4620.23,Employee,Fun!23,Andrew,4/13/44,0,FALSE,Campos
thomasking,169,11349.5,Employee,Fun!23,Thomas,4/19/44,0,FALSE,King
aliciajenkins,385,9249.59,Employee,Fun!23,Alicia,5/7/44,0,TRUE,Jenkins
juliealexander,167,12675.06,Employee,Fun!23,Julie,9/1/44,0,FALSE,Alexander
gabrielterrazas,82,5391.29,Employee,Fun!23,Gabriel,9/17/44,0,TRUE,Terrazas
jeffreygonzalez,374,4406,Employee,Fun!23,Jeffrey,9/28/44,0,FALSE,Gonzalez
amyrodriguez,477,14809.01,Employee,Fun!23,Amy,10/9/44,0,TRUE,Rodriguez
donaldhaynes,352,3410.06,Employee,Fun!23,Donald,11/22/44,0,TRUE,Haynes
gregorysullivan,281,12607.08,Employee,Fun!23,Gregory,2/6/45,0,TRUE,Sullivan
normanfreeman,391,6908.08,Employee,Fun!23,Norman,5/6/45,0,TRUE,Freeman
julieshaw,829,2800.76,Employee,Fun!23,Julie,5/23/45,0,TRUE,Shaw
meganthompson,809,4921.07,Employee,Fun!23,Megan,6/15/45,0,FALSE,Thompson
samuelburton,978,14345.78,Employee,Fun!23,Samuel,6/19/45,0,TRUE,Burton
brandonmiller,862,3216.35,Employee,Fun!23,Brandon,9/16/45,0,FALSE,Miller
johnhansen,974,8242.49,Employee,Fun!23,John,10/25/45,0,FALSE,Hansen
mariayoung,819,9629.11,Employee,Fun!23,Maria,12/24/45,0,TRUE,Young
mistyhorton,367,2633.71,Employee,Fun!23,Misty,1/31/46,0,FALSE,Horton
jessemontgomery,238,8062.04,Employee,Fun!23,Jesse,2/7/46,0,FALSE,Montgomery
jorgehuerta,889,3028.5,Employee,Fun!23,Jorge,2/13/46,0,TRUE,Huerta
marthaperry,555,12269.4,Employee,Fun!23,Martha,3/9/46,0,FALSE,Perry
thomassanders,707,3070.6,Employee,Fun!23,Thomas,4/21/46,0,FALSE,Sanders
brandigordon,483,6455.42,Employee,Fun!23,Brandi,5/11/46,0,FALSE,Gordon
teresagardner,658,6491.03,Employee,Fun!23,Teresa,6/19/46,0,TRUE,Gardner
charleschambers,1011,2464.51,Employee,Fun!23,Charles,7/15/46,0,FALSE,Chambers
kylieking,938,7861.32,Employee,Fun!23,Kylie,9/10/46,0,FALSE,King
ryanbowman,548,9568.99,Employee,Fun!23,Ryan,12/27/46,0,FALSE,Bowman
kaylamorgan,455,10200.38,Employee,Fun!23,Kayla,12/29/46,0,TRUE,Morgan
michellewalsh,624,2144.52,Employee,Fun!23,Michelle,3/30/47,0,TRUE,Walsh
sandrarogers,174,6226.71,Employee,Fun!23,Sandra,3/31/47,0,TRUE,Rogers
adambass,418,11646.04,Employee,Fun!23,Adam,4/6/47,0,TRUE,Bass
michaelsantoyo,79,10891.1,Employee,Fun!23,Michael,4/28/47,0,TRUE,Santoyo
dianarivera,995,9157.16,Employee,Fun!23,Diana,6/5/47,0,TRUE,Rivera
melaniekirk,158,12829.96,Employee,Fun!23,Melanie,6/16/47,0,TRUE,Kirk
nathanthompson,727,3671.34,Employee,Fun!23,Nathan,7/17/47,0,TRUE,Thompson
chasemiller,217,8856.32,Employee,Fun!23,Chase,8/1/47,0,FALSE,Miller
oliviarichardson,894,14330.67,Employee,Fun!23,Olivia,9/24/47,0,FALSE,Richardson
sarawest,982,9421.82,Employee,Fun!23,Sara,10/20/47,0,FALSE,West
seanroberts,119,11799.83,Employee,Fun!23,Sean,12/14/47,0,FALSE,Roberts
johnmorris,429,6172.18,Employee,Fun!23,John,2/20/48,0,FALSE,Morris
alyssakelly,792,3975.91,Employee,Fun!23,Alyssa,3/13/48,0,FALSE,Kelly
zacharycampbell,989,12281.4,Employee,Fun!23,Zachary,4/9/48,0,FALSE,Campbell
robertwang,950,10716.66,Employee,Fun!23,Robert,4/20/48,0,TRUE,Wang
christinacarter,903,10926.94,Employee,Fun!23,Christina,7/31/48,0,FALSE,Carter
davidclark,898,3508.89,Employee,Fun!23,David,9/9/48,0,TRUE,Clark
feliciacarlson,821,9257.03,Employee,Fun!23,Felicia,10/3/48,0,TRUE,Carlson
michaelmurray,442,4970.24,Employee,Fun!23,Michael,11/12/48,0,FALSE,Murray
luissanchez,78,4409.29,Employee,Fun!23,Luis,12/4/48,0,TRUE,Sanchez
michaelking,614,4951.18,Employee,Fun!23,Michael,12/12/48,0,TRUE,King
daniellegardner,575,14771.19,Employee,Fun!23,Danielle,1/18/49,0,FALSE,Gardner
tanyajohnson,808,4147.49,Employee,Fun!23,Tanya,2/7/49,0,TRUE,Johnson
timothybernard,694,4105.95,Employee,Fun!23,Timothy,3/10/49,0,TRUE,Bernard
georgeproctor,803,3938.51,Employee,Fun!23,George,3/25/49,0,FALSE,Proctor
kendrasawyer,1039,6333.7,Employee,Fun!23,Kendra,4/21/49,0,FALSE,Sawyer
richardtorres,145,7868.78,Employee,Fun!23,Richard,5/15/49,0,TRUE,Torres
amymorse,896,13302.36,Employee,Fun!23,Amy,7/6/49,0,TRUE,Morse
rebeccanguyen,684,5194.26,Employee,Fun!23,Rebecca,8/11/49,0,FALSE,Nguyen
hollyschneider,648,11191.15,Employee,Fun!23,Holly,8/23/49,0,TRUE,Schneider
theresaobrien,108,3548.38,Employee,Fun!23,Theresa,8/28/49,0,FALSE,Obrien
alexwatson,90,14963.88,Employee,Fun!23,Alex,9/14/49,0,TRUE,Watson
christinajones,592,4331.26,Employee,Fun!23,Christina,9/14/49,0,FALSE,Jones
allisoncross,404,6486.71,Employee,Fun!23,Allison,10/14/49,0,TRUE,Cross
ambernguyen,609,12581.19,Employee,Fun!23,Amber,10/31/49,0,FALSE,Nguyen
terrimendez,411,8787.78,Employee,Fun!23,Terri,11/19/49,0,FALSE,Mendez
jennifercarr,759,3032.48,Employee,Fun!23,Jennifer,7/1/50,0,FALSE,Carr
alyssareese,471,2430.06,Employee,Fun!23,Alyssa,7/15/50,0,FALSE,Reese
johnwhite,414,8209.75,Employee,Fun!23,John,7/26/50,0,TRUE,White
daledisney,7,4979.19,Customer,Fun!23,Dale,10/8/50,0,FALSE,Disney
kellyharris,552,4729.99,Employee,Fun!23,Kelly,11/25/50,0,TRUE,Harris
mariahblack,981,14285.82,Employee,Fun!23,Mariah,12/18/50,0,TRUE,Black
megannoble,126,9833.89,Employee,Fun!23,Megan,12/27/50,0,FALSE,Noble
kathrynperez,220,2396.81,Employee,Fun!23,Kathryn,2/13/51,0,TRUE,Perez
jerryhampton,452,9574.95,Employee,Fun!23,Jerry,3/1/51,0,TRUE,Hampton
gregorycarr,443,4397.62,Employee,Fun!23,Gregory,4/20/51,0,FALSE,Carr
michaelsanchez,107,13717.09,Employee,Fun!23,Michael,4/23/51,0,TRUE,Sanchez
jamessimpson,825,3662.13,Employee,Fun!23,James,5/17/51,0,FALSE,Simpson
kaylasmith,632,8433.97,Employee,Fun!23,Kayla,5/28/51,0,TRUE,Smith
mirandamason,711,12638.55,Employee,Fun!23,Miranda,6/25/51,0,FALSE,Mason
michaelamiranda,508,6873.02,Employee,Fun!23,Michaela,7/24/51,0,FALSE,Miranda
victorlopez,56,14144.58,Employee,Fun!23,Victor,8/31/51,0,TRUE,Lopez
donaldramirez,976,3077.18,Employee,Fun!23,Donald,10/14/51,0,FALSE,Ramirez
stephanieharris,154,13432.78,Employee,Fun!23,Stephanie,12/3/51,0,FALSE,Harris
jeffreywalls,89,13145.35,Employee,Fun!23,Jeffrey,2/3/52,0,FALSE,Walls
davidsoto,408,6559.06,Employee,Fun!23,David,2/9/52,0,FALSE,Soto
bryanmassey,1022,9806.83,Employee,Fun!23,Bryan,5/17/52,0,FALSE,Massey
travisruiz,378,6827.24,Employee,Fun!23,Travis,6/24/52,0,FALSE,Ruiz
taylorjohnson,1034,12086.35,Employee,Fun!23,Taylor,6/29/52,0,TRUE,Johnson
rickythompson,341,8710.22,Employee,Fun!23,Ricky,7/28/52,0,TRUE,Thompson
brianlopez,473,13823.37,Employee,Fun!23,Brian,8/6/52,0,TRUE,Lopez
brianjacobson,320,10775.93,Employee,Fun!23,Brian,8/23/52,0,FALSE,Jacobson
donaldvillanueva,920,6021.49,Employee,Fun!23,Donald,9/1/52,0,FALSE,Villanueva
derrickgrant,151,9508,Employee,Fun!23,Derrick,9/9/52,0,FALSE,Grant
alexanderwilson,851,5644.08,Employee,Fun!23,Alexander,11/16/52,0,TRUE,Wilson
nicolehart,751,9882.8,Employee,Fun!23,Nicole,1/4/53,0,TRUE,Hart
ashleywilcox,403,7398.84,Employee,Fun!23,Ashley,1/15/53,0,FALSE,Wilcox
williamrice,765,12322.07,Employee,Fun!23,William,1/20/53,0,FALSE,Rice
denisseloyavillalobos,57,10523.1,Employee,Fun!23,Denisse,1/29/53,0,TRUE,LoyaVillalobos
marychurch,280,8012.52,Employee,Fun!23,Mary,1/31/53,0,TRUE,Church
amandashepherd,332,11419.31,Employee,Fun!23,Amanda,2/3/53,0,TRUE,Shepherd
jenniferjones,817,7039.18,Employee,Fun!23,Jennifer,3/20/53,0,FALSE,Jones
jamiehernandez,578,9111.15,Employee,Fun!23,Jamie,4/1/53,0,TRUE,Hernandez
devindiaz,392,5126,Employee,Fun!23,Devin,4/4/53,0,TRUE,Diaz
kevinboone,742,3620.32,Employee,Fun!23,Kevin,4/27/53,0,FALSE,Boone
barbararobertson,253,8988,Employee,Fun!23,Barbara,5/29/53,0,TRUE,Robertson
ashleymorales,961,8711.61,Employee,Fun!23,Ashley,7/29/53,0,TRUE,Morales
antonioedwards,605,3263.32,Employee,Fun!23,Antonio,8/5/53,0,FALSE,Edwards
henrysalazar,741,11642.02,Employee,Fun!23,Henry,9/12/53,0,FALSE,Salazar
sarahtaylor,929,7575.86,Employee,Fun!23,Sarah,2/2/54,0,FALSE,Taylor
jasonwolfe,328,12597.39,Employee,Fun!23,Jason,2/7/54,0,TRUE,Wolfe
tomperez,91,2368.65,Employee,Fun!23,Tom,4/2/54,0,TRUE,Perez
jacquelinedunn,285,14143.63,Employee,Fun!23,Jacqueline,6/15/54,0,FALSE,Dunn
jessicafernandez,400,7891,Employee,Fun!23,Jessica,7/30/54,0,TRUE,Fernandez
thomasstevenson,1019,2225.34,Employee,Fun!23,Thomas,9/8/54,0,TRUE,Stevenson
kimberlymejia,999,3653.25,Employee,Fun!23,Kimberly,9/19/54,0,TRUE,Mejia
ryansullivan,550,7008.8,Employee,Fun!23,Ryan,9/24/54,0,TRUE,Sullivan
rebeccafisher,750,6843.56,Employee,Fun!23,Rebecca,10/5/54,0,FALSE,Fisher
josephbrooks,389,10133.96,Employee,Fun!23,Joseph,10/17/54,0,FALSE,Brooks
edwardjohnson,366,11240.43,Employee,Fun!23,Edward,11/3/54,0,TRUE,Johnson
christopherraymond,467,10584.11,Employee,Fun!23,Christopher,2/17/55,0,FALSE,Raymond
jamiebrown,997,14693.66,Employee,Fun!23,Jamie,4/21/55,0,FALSE,Brown
stacymaldonado,987,5423.13,Employee,Fun!23,Stacy,4/30/55,0,TRUE,Maldonado
kristabeck,968,8127.69,Employee,Fun!23,Krista,6/29/55,0,FALSE,Beck
jamessimmons,965,2516.31,Employee,Fun!23,James,7/1/55,0,TRUE,Simmons
jorgerodriguezortega,72,9034.81,Employee,Fun!23,Jorge,7/8/55,0,TRUE,RodriguezOrtega
jenniferschultz,672,13183.17,Employee,Fun!23,Jennifer,7/10/55,0,FALSE,Schultz
trevoryoung,457,13180.97,Employee,Fun!23,Trevor,7/25/55,0,TRUE,Young
stephenellis,122,11722.96,Employee,Fun!23,Stephen,8/8/55,0,TRUE,Ellis
victoriawhite,838,12747.56,Employee,Fun!23,Victoria,8/24/55,0,TRUE,White
alexandracook,959,13799.16,Employee,Fun!23,Alexandra,9/19/55,0,FALSE,Cook
douglasbryant,734,6099.5,Employee,Fun!23,Douglas,9/30/55,0,FALSE,Bryant
dakotaharper,554,7887.54,Employee,Fun!23,Dakota,12/18/55,0,FALSE,Harper
markgonzalez,863,7640.06,Employee,Fun!23,Mark,2/11/56,0,TRUE,Gonzalez
marystevens,379,12369.3,Employee,Fun!23,Mary,2/24/56,0,TRUE,Stevens
anthonycarson,625,10499.96,Employee,Fun!23,Anthony,3/28/56,0,TRUE,Carson
sonamtshering,83,12076.64,Employee,Fun!23,Sonam,4/9/56,0,FALSE,Tshering
brandywilkerson,769,5277.62,Employee,Fun!23,Brandy,4/24/56,0,TRUE,Wilkerson
jennachase,534,9043.32,Employee,Fun!23,Jenna,5/5/56,0,TRUE,Chase
jennifercopeland,448,5513.67,Employee,Fun!23,Jennifer,6/26/56,0,TRUE,Copeland
matthewgonzalez,646,14624.83,Employee,Fun!23,Matthew,6/30/56,0,TRUE,Gonzalez
robinwilson,847,3347.76,Employee,Fun!23,Robin,7/7/56,0,TRUE,Wilson
alexisblack,772,13249.79,Employee,Fun!23,Alexis,7/27/56,0,TRUE,Black
brianandrews,125,13599.67,Employee,Fun!23,Brian,10/15/56,0,TRUE,Andrews
jeffreyrodriguez,755,11005.27,Employee,Fun!23,Jeffrey,11/30/56,0,TRUE,Rodriguez
christopherfields,640,10496.05,Employee,Fun!23,Christopher,12/2/56,0,TRUE,Fields
shirleyfoster,209,7363.18,Employee,Fun!23,Shirley,12/7/56,0,TRUE,Foster
jennifersmith,600,2991.97,Employee,Fun!23,Jennifer,12/15/56,0,TRUE,Smith
melissaholt,1007,11119.64,Employee,Fun!23,Melissa,1/1/57,0,FALSE,Holt
michellesexton,454,7701.72,Employee,Fun!23,Michelle,3/5/57,0,TRUE,Sexton
timothyjones,714,3251.97,Employee,Fun!23,Timothy,4/21/57,0,TRUE,Jones
jeffreysloan,343,7623.11,Employee,Fun!23,Jeffrey,4/24/57,0,FALSE,Sloan
marklamb,426,9031.31,Employee,Fun!23,Mark,4/28/57,0,TRUE,Lamb
michellejones,269,4495.34,Employee,Fun!23,Michelle,5/4/57,0,TRUE,Jones
lindarobles,608,8189.07,Employee,Fun!23,Linda,7/2/57,0,FALSE,Robles
